,Date,Tweet,Id,Label
19134,2021-03-20 11:06:52+00:00,@xArianaGrandeTR i have no words but i am so sorry... i am supporting you with all of my heart ❤️ #istanbulsoezlesmesi,1.37322955005488E+018,positive
35237,2021-03-20 01:11:09+00:00,"Her gün daha kötüsünü görmekten çok yoruldum artık imdat ya imdaat
#istanbulsozlesmesiyasatir
#istanbulsoezlesmesi #AklınızdanBileGecirmeyin",1.37307963361738E+018,positive
30665,2021-03-20 07:12:44+00:00,#İstanbulSözleşmesi cok sukur....,1.37317062621574E+018,neutral
47226,2021-03-20 23:43:04+00:00,"""Ankara Sözleşmesi bizim kendi örf ananelerimiz bize zaten yetiyor istanbul sözleşmesi ahlaktan mugayir endividual yaşayan avrupalının çözümü ankara sözleşmesi nasıl olacak hep.beraber bekleyip göreceğiz.",1.37341985209492E+018,negative
44370,2021-03-25 15:49:04+00:00,@nedenbelinay @Fuat54184521 @saridalinn Bu etiketteki her gönderiye cevap vermişsin. Daha fazla söze gerek yok. Sen sanıyorsun ki bu yorumları atanlar baltalarla kadın avına çıkıyor. Yok böyle bir şey kanka.Bir de şunu düşün istanbul sözleşmesi gerçekten kadını koruyabildi mi?,1.37511250672996E+018,negative
4126,2021-04-11 13:19:02+00:00,"HER FIRSATTA AVRUPA'YI BİZE ÖRNEK GÖSTERENLERE SORMAK LAZIM: AVRUPA DA ""SÜRESİZ NAFAKA VAR MIYMIŞ!?  #istanbulsoezlesmesi YETMEZ SÜRESİZ NAFAKA VE 6284 KALDIRILSIN! https://t.co/ULGRmxUJpP",1.38123534106823E+018,negative
46403,2021-03-21 19:32:08+00:00,@Who98408150 Neymiş istanbul sözleşmesi kadınımsı erkekimsi karışık cinsleri koruyormuş onlar her zaman kadının yanındaymış akepe sayesinde kadına şiddet azalmış ( akp bürokrasisinin sözleri bunlar,1.37371909263768E+018,neutral
19750,2021-03-20 10:53:29+00:00,"@masalaraleminde Stop violència de género 🤚🤚👠👠
#istanbulsoezlesmesi",1.37322617945342E+018,neutral
36283,2022-03-18 09:28:28+00:00,"@nasuhbektas @CagdasYasamDD Profilini istanbul sözleşmesi yaşatır diyen kardeş,türk kadınını türk devrimleri yaşatır tamam mı EMPERYALISTLERIN çürümüş batının sopası değil.dunyanin terk ettiği bir sözleşmeyi HDPKK nin mor çatılı dernekleri aracılığı ile reklamı yapılıyor . https://t.co/kCs9DBBXQ3",1.50475158051565E+018,negative
38423,2021-10-10 06:20:04+00:00,@reutersayetkili tüm kadınlar melek mi ulan istanbul sözleşmesi vs vs ne boksa,1.44708449664227E+018,negative
12359,2021-03-20 16:22:58+00:00,#istanbulsozlesmesi #istanbulsozlesmesiyasatir #istanbulsözleşmesi https://t.co/DMavuIJgeb,1.37330909891416E+018,positive
14710,2021-03-20 13:57:53+00:00,"""TURKEY IS NOT SAFE FOR WOMEN""
I don't want to die,i wanna live, i don't want to be afraid I also have the right to live!!!!
#istanbulsoezlesmesi 
#KadınCinayetleriPolitiktir",1.37327258485538E+018,positive
18787,2021-03-20 11:14:37+00:00,"""Kadınları geride bırakan toplum, geride kalmaya mahkumdur.""
Mustafa Kemal ATATÜRK
#istanbulsözleşmesi",1.37323149783513E+018,positive
49022,2021-03-20 13:29:32+00:00,birisi bana istanbul sözleşmesi yaşatır halkasını atabilir mi,1.37326545284827E+018,neutral
35075,2021-03-20 01:32:56+00:00,"..
#istanbulsoezlesmesi https://t.co/HJecarQxCT",1.3730851143648E+018,neutral
27907,2021-03-20 08:20:07+00:00,"#morardınızmı eril hakimiyette yüzümüze, vucudumuza, psikolojimize attığınız her bir tekme ve yumrukla biz mosmoruz, canımız yanıyor, ölüyor ve öldürülüyoruz ama geçit yok. #istanbulsözleşmesi YAŞATIR !",1.37318758294791E+018,positive
4804,2021-03-28 10:14:32+00:00,#istanbulsözleşmesi CHP Li kadınlar için önemli çünkü CHP Li erkekler içip içip kadınları dövüp öldürüyorlar,1.37611548306638E+018,negative
43682,2021-03-28 15:07:57+00:00,"@NArikbag Yatay çekime inanan, pudra şekerine inanan ve serbest bırakan,”istanbul sözleşmesi”nin kaldırılmasına kurban kesen, sansar (Ensar) vakfının hayırlı bir halt olduğuna ve bir seferlik hata yaptığına inanan,... bir kitle varken; bu ülkede hiçbir şey olmaz.",1.37618932253427E+018,positive
36125,2021-03-20 00:11:58+00:00,"Kadın cinayetleri politiktir demediğimiz tek bir gün bile yok #istanbulsözleşmesi
#AklınızdanBileGecirmeyin",1.37306473687568E+018,positive
16213,2021-03-20 12:38:41+00:00,"#istanbulsoezlesmesi kişi ile toplum aynı şey değildir, kişilerin keyfine göre, dilediği hayatı yaşamalarının yolu toplumu bozmaları için sebep olamaz, toplumu bozmadan da kişisel özgürlüğünüzü yaşatabilirsiniz, ""ama toplum bize ters bakıyor"" ""ee her seçimin sonuçları olur"" https://t.co/5flDyTr3no",1.37325265523823E+018,neutral
42922,2021-04-04 17:04:51+00:00,Kadınlar istanbul sözleşmesi olmadan da korunurlar eşek gibi devlet korumak zorunda yargı dağıtmadan önce sizler kadınları koruyun her şeyden vazgeçiyorsanız kadınları el üstünde tutup korumanız gerek bu ülkede hiç-bir kadın ölmemeli...,1.37875545678984E+018,neutral
27094,2021-03-20 08:36:49+00:00,Herşey unutulur ama bu yaptığınız unutulmaz #istanbulsoezlesmesi #istanbulsozlesmesiyasatir #AklınızdanBileGecirmeyin https://t.co/o6A12oENFk,1.3731917855776E+018,positive
46042,2021-03-22 08:36:51+00:00,"@viniwitch fiili olarak laiklik zaten kalktı denebilir... istanbul sözleşmesi bunun önündeki büyük engellerden biriydi, kaldı ki tarikatların sözleşmeden çıkılmadaki etkisi düşünüldüğünde zaten apaçık",1.37391657312001E+018,neutral
49692,2021-03-20 10:49:02+00:00,"istanbul sözleşmesi imzalanırken akp'nin kadın haklarını korumak gibi bir derdi yoktu, ab ile ilişkiler adına o adım atıldı.
sözleşme 2015-16'ya kadar kör topal yürürlükte oldu ondan sonra zaten ismi var cismi yok misaline döndü iş.",1.37322506219153E+018,neutral
5387,2021-03-25 18:31:07+00:00,"📍Küçükçekmece

Kararı Geri Çek,Sözleşme’yi Uygula demek için 26 Mart saat 18.30’da Kadıköy’deyiz.

Sesimizi duyurmadığımız yer kalmayacak.
Asla yalnız yürümeyeceksin✊🏻

#KararıGeriÇek
#istanbulsözlesmesi https://t.co/kcoSwnnpxe",1.3751532870083E+018,positive
35106,2021-03-20 01:28:51+00:00,"i wanna be able to walk on the street without being scared. i wanna be able to go out even though it's late at night. i wanna be able to laugh as loud as i want. i wanna be able to TALK, i don’t wanna be SILENCED anymore. #İstanbulSözleşmesi #AklınızdanBileGecirmeyin",1.37308408722164E+018,positive
33908,2021-03-20 04:59:14+00:00,@cihangirislam Kadına/ insana ve her canlıya şiddet asla kabul edilemez. Bunu yapanlar hak etttikleri cezayı mutlaka almalıdırlar. Fakat #istanbulsoezlesmesi nden sonra şiddet bitmemiş bilakis artmıştır. İşte yıllara göre bilanço... https://t.co/t59N4EpP36,1.37313702947156E+018,negative
40623,2021-06-08 20:41:36+00:00,@lumtheinvad3r @haticenidauy @superbeyinsiz bu konuyu yöntembilimsel tartışmak lazım o halde. istanbul sözleşmesi bir bütün halinde en iyiyi sunmuyor. evet zayıfları zalimden korumalıyız ama art niyetli insanların da elini güçlendirmeden.,1.4023652139539E+018,negative
17640,2021-03-20 11:46:43+00:00,"Seguiremos luchando HASTA QUE TODAS LAS MUJERES SEAN LIBRES💪💪💪💜💜💜💜💜💜
#IstanbulSözleşmesi
#DemetÖzdemir https://t.co/htw4JzH0Fn",1.37323957556126E+018,neutral
31140,2021-03-20 07:00:15+00:00,@Black_Ice_34 #İstanbulSözleşmesi ...,1.37316748503432E+018,neutral
40362,2021-06-22 16:54:43+00:00,Bir kere bile CHP deki taciz tecavüz olaylarına tepki göstermeyen chp önünde gösteri yapamayan pkk nın kız çocuklarını dağa kaçırmasına ses çıkaramayan bir takım sözde hak savunucusu kadınlar istanbul sözleşmesi içi  gösteri yapıyormuş ne yüksek bir samimiyet (!) göstergesi....,1.40738154882814E+018,negative
40943,2021-05-23 12:47:04+00:00,@alperk55 kadınsa adamı öldürse bile haklı aga ondan dolayı istanbul sözleşmesi yaşatır,1.39644758857287E+018,negative
13830,2021-03-20 14:47:34+00:00,"NY - Türkiye kadına yönelik şiddeti önleme konulu uluslararası bir anlaşmadan çekildi !       

İTİBARDAN TASARRUF oluyormuş işte !!!

Turkey is not safe for women #istanbulSözleşmesi #GüleGüleMorHalka #AklınızdanBileGecirmeyin Şeriat",1.37328509094455E+018,positive
4428,2021-04-03 06:12:08+00:00,"Adana'da 8 Mart'ta polisin gökkuşağı bayraklarını ve Boğaziçi direnişine dair flama, döviz ile pankartları engellemesine ilişkin yapılan suç duyurusu takipsizlikle sonuçlandı. Kadınlar, tüm hukuki yolları kullanacaklarını belirtti.
#adana #istanbulsoezlesmesi @adanakadinplat1 https://t.co/PpwJmV1WS5",1.37822880551344E+018,neutral
47213,2021-03-21 00:11:39+00:00,"istanbul sözleşmesi tam da bunları engellemek icin varken,sloganlarda bu sözleşme yaşatır derken, neden gecenin bir köründe tek imzayla iptal edildi? konuşalım istediğiniz şekilde, istediğiniz açıdan bakarak. neden öldürülüyoruz?",1.37342704754931E+018,positive
2971,2021-06-09 18:51:41+00:00,"Milas'ta Kalbinden Silahla Vurularak Öldürülen Bensu Narlı'nın İsmi Parkta Yaşatılacak

https://t.co/xsRoS4cskD

.

#Haber48, #Gündem, #muğla, #milas, #Silah, #cinayet, #kadıncinayetleri, #istanbulsözleşmesi, #kalbindenvuruldu, #bensunarlı, #park, #milasbelediyesi",1.40269994266213E+018,neutral
30340,2021-03-20 07:20:56+00:00,"TC halkım inş biraz olsun akıllanırda önümüzdeki seçimde şu #Morardınızmı tagini tekrardan açar...
#istanbulsözleşmesi",1.3731726894987E+018,neutral
16509,2021-03-20 12:26:20+00:00,"#istanbulsoezlesmesi TBMM'de bütün partilerin desteği ve onayı ile kabul edildi bugün tek imza ile feshedildi...
Sadece Türkiye’de kadına yönelik şiddetle mücadele bağlamında değil Milletçe aydınlık ufuklarımız üzerine kara bulutları toplayan iç karartıcı bir gelişme...",1.37324954732187E+018,positive
14271,2021-03-20 14:21:17+00:00,"Bizim dinimiz kadına yeterince değer veriyor
Eğer yasa yapılacaksa ölçü Kuran, Sünnet olmalı
İslâmın emrettiği gibi olmalı 

Medeniyetsiz Batı değil

 #istanbulSözleşmesi",1.37327847489136E+018,negative
11292,2021-03-20 17:44:24+00:00,"İstanbul sözleşmesi tüm özgürlükleri kapsar, Bir gün bu özgürlükler, herkese lazım olabilir. 'Kadınlar' için böyle hassas bir konuda, bir kişinin karar vermesi,  endişe vericidir.
#istanbulsozlesmesi #istanbulsoezlesmesiYASATIR  #istanbulsoezlesmesibizim  #istanbulsoezlesmesi https://t.co/9kpZTQGuBM",1.37332959152428E+018,positive
16924,2021-03-20 12:09:35+00:00,@AvHuseyinBas #istanbulsoezlesmesi,1.3732453307294E+018,neutral
38878,2021-09-06 15:04:42+00:00,"@cengizalgan @Yaahaqq Küreselcilere tavırları olmadığı aksine istanbul sözleşmesi, işlev kazandırılmış virüs üzerinden suni pandemi vb konularındaki ortak tavırları için ikisi de değil...",1.43489533776912E+018,neutral
5615,2021-03-24 19:17:29+00:00,"Recesso della Turchia dalla Convenzione di Istanbul: #Unire Università in Rete contro la violenza di genere lancia un appello alle istituzioni. Sanzioni ai paesi che vogliono indebolire la #ConvenzionediIstanbul! #KararıGeriÇek #İstanbulSözleşmesi 
https://t.co/e0PAWOFKBV https://t.co/EZ0WDjYE3J",1.37480256782226E+018,neutral
5315,2021-03-26 04:45:10+00:00,"#hayirlicumalar 
#istanbulsözlesmesi 
#bogazicilgbtrezaleti
#chp117gündürnedensessiz",1.37530781959607E+018,neutral
9047,2021-03-21 03:58:10+00:00,@EloGarcia18 @Eva91395421 #istanbulsoezlesmesi 😥,1.37348405259498E+018,neutral
4387,2021-04-04 10:47:36+00:00,#İstanbulsözleşmesi https://t.co/CFeLvAWJJg,1.37866051955347E+018,neutral
48422,2021-03-20 16:20:46+00:00,"istanbul sözleşmesi yaşatır 
#istanbulsozlesmesiyasatir https://t.co/c5Y2QWOY5q",1.37330854492629E+018,positive
32285,2021-03-20 06:25:09+00:00,"Bugün 250 yıl daha geriye gittik elhamdülillah. Böyle böyle Big Bang'a kadar gerileyip her şeyden topluca kurtulacağız inşallah 😐
#AklınızdanBileGecirmeyin
#istanbulsoezlesmesi 
#istanbulsozlesmesiyasatir",1.37315865214887E+018,positive
51540,2021-03-20 01:03:36+00:00,"#AklınızdanBileGecirmeyin
Zira eşlerimiz kızlarımız iki tane lezbiyen bi avuç ibne için ölsünler ama biz(lgbt) sevişelim zira istanbul sözleşmesi bizi koruyor kadınları değil.. ohhh ne ala memleket şekil 1.a aşağıda https://t.co/4IFxQdqp3e",1.37307773341736E+018,negative
10570,2021-03-20 18:53:39+00:00,Bunlar daha başlangıç . #istanbulsoezlesmesi,1.37334701918875E+018,negative
9907,2021-03-20 20:27:28+00:00,"#istanbulsözleşmesi
#SeninleyizErdoğan https://t.co/A6FglH2rEU",1.37337062779776E+018,negative
42726,2021-04-08 07:46:03+00:00,"kader'in araştırması sonuçları gösteriyor ki ekranlara çıkmak için erkeklerarasında imzalanmış,  erkek olma gerekliliği, gizli sözleşmesi devam ediyor. ( istanbul sözleşmesi, bu gizli sözleşmeleri feshetmek demek) https://t.co/J11OJD2J7y",1.3800643830538E+018,neutral
24097,2021-03-20 09:32:41+00:00,"#İstanbulSözleşmesi
#İstanbulSözleşmesiYaşatır https://t.co/Lut1UmM7Bb",1.37320584635265E+018,positive
38301,2021-10-10 22:23:54+00:00,"@birincimucahit 20 yıldır ak partiye oy veren biri olarak; istanbul sözleşmesi, plandemi denen küresel oyunlara alet olmanız işi dsö ye devretmeniz ve son olarak da iklim anlaşması saçmalığını kabul etmeniz ile ben dahil çooook oy kaybedeceksiniz. İNŞAALLAH okur da yanlışlardan dönersiniz.",1.44732705399341E+018,neutral
25258,2021-03-20 09:11:37+00:00,"G A S P!
#İstanbulSözleşmesi
#İstanbulSözleşmesiYaşatır https://t.co/IS0Nc2AIp1",1.37320054738224E+018,positive
22387,2021-03-20 10:01:04+00:00,Milyonlarca kadını susturamazsınız. Milyonlarca kadını meydanlardan toplayamazsınız. Can simidi niteliğinde olan bu anlaşmanın feshini tek kalemle yazdığınız anlaşmanızla kabul ettiremezsiniz. KARARI ÇEK. #istanbulsözleşmesi,1.37321298869872E+018,positive
21162,2021-03-20 10:22:46+00:00,Yasaticak ti #İstanbulSözleşmesi,1.37321845257234E+018,positive
47958,2021-03-20 18:27:00+00:00,"Az önce bi yazı gördüm ; istanbul sözleşmesi feshine karşı çıkışımız katilleri, şiddet gösterenleri, tecavüzcüleri tetikliyormuş, boşa yaygara çıkarıyormuşuz. Gerçekten bu kadar kör mü oldunuz siz? Bu nasıl sığ düşünce? Nasıl bu kadar kötüsünüz! 

#istanbulsozlesmesiyasatir",1.37334031140619E+018,positive
8917,2021-03-21 06:33:50+00:00,#Akp Sadece manyaklar alkışlar #istanbulsözlesmesi Zulmünü getiren kendisi zulme muhalif olan kendisi bizim ahmaklarda hala alkış tutuyor zulmu yapana huy olsun hala zulmu destekleyenlere yuh olsun Müslümanları ve insanları aldatan #AKP ve #lideri oy için insanları aldatıyor😭😤,1.37352322581313E+018,positive
18723,2021-03-20 11:16:06+00:00,"Madde madde #istanbulsözleşmesi ‘ni bir hukukçu olarak yeniden okudum. Anlam veremediğim; Kanun hükmünde olan #istanbulsözleşmesi ‘nin kararname ile feshedilemeyeceği bir yana, NEDEN ÇEKİLME KARARI ALINDI? Asıl bu sorunun açıklamasının yapılması gerekiyor!",1.3732318719712E+018,neutral
16581,2021-03-20 12:23:23+00:00,İstanbul sözleşmesi yaşatır #istanbulsoezlesmesi #istanbulsozlesmesiyasatir,1.37324880665399E+018,positive
2734,2021-06-21 21:36:48+00:00,"#İstanbulSözleşmesi
#DanıştayYürütmeyiDurdur #GözümüzÜzerinizde",1.40709014655037E+018,positive
12335,2021-03-20 16:24:13+00:00,"#istanbulsozlesmesiyasatir
#istanbulsoezlesmesi 
#istanbulsoezlesmesiYASATIR
Buna sevinenlere yazıklar olsun 
İstanbul sözleşmesi yaşatır! https://t.co/LCOOK5RcSQ",1.37330941244678E+018,positive
27117,2021-03-20 08:36:19+00:00,#istanbulsoezlesmesi  yıllardır Kaldırılsın Dedik Çok şükür    Kaldırıldı . https://t.co/8GYi8dvXkE,1.37319166244122E+018,negative
18585,2021-03-20 11:19:32+00:00,https://t.co/10BrnlnTcC #Morardınızmı #İstanbulSözleşmesi #GüleGüleMorHalka #Reservation #RestoreTheSnyderVerse #istanbulsoezlesmesi #istanbulsozlesmesiyasatir #lockdown2021 #AklınızdanBileGecirmeyin #COVID19 #coronavirus,1.37323273779721E+018,neutral
26266,2021-03-20 08:53:21+00:00,Kadınlardan ve çocuklardan nefret ettikleri aşikardı ancak öldürmek ve diledikleri gibi işkence edebilmek için yasaları düzenlemiş olmalarını sindiremiyorum. #istanbulsoezlesmesibizim #istanbulsoezlesmesi,1.37319594848728E+018,positive
3104,2021-05-30 09:29:28+00:00,@siyamusta61SLX @sabahsevgi35 #istanbulSözleşmesi İHANET Dr.,1.39893457768358E+018,negative
25987,2021-03-20 08:58:38+00:00,#İstanbulSözleşmesi https://t.co/C72TwIIZ7I,1.37319727936931E+018,neutral
2417,2021-06-29 09:54:44+00:00,#ELMALIDAVASI #Elmalida2Cocuk #istanbulsoezlesmesi https://t.co/WkndcPzBzi,1.40981256945238E+018,neutral
41082,2021-05-17 07:40:01+00:00,"annelerin katledilen kızlarına adalet için mahkemelere çağrı yaptığı türkiye'yi yarattınız; alçak istanbul sözleşmesi düşmanları, kadın düşmanları, insanlık düşmanları...

#ceydayükseliçinadalet",1.39419598800547E+018,positive
36869,2022-01-20 18:34:26+00:00,@MzyenSEvkin @degirmencirfan Aynen istanbul sözleşmesi varken hiçbir kadın şiddet görmüyordu evet.,1.48423286865836E+018,negative
28845,2021-03-20 07:57:31+00:00,"Bugün bütün kadınları öldürdünüz. Yok ben yaşıyorum  diyenler varsa aramızda, bir erkeğin nefesini ensesinde hissettiği an anlar çoktan öldüğünü. Bugün bütün kadınların umudunu öldürdünüz.
#istanbulsoezlesmesi",1.3731818963106E+018,positive
15539,2021-03-20 13:11:08+00:00,@OR4NG3M1N_ TURKEY IS NOT SAFE FOR WOMEN  #KadınCinayetleriPolitiktir #istanbulsozlesmesiyasatir #AklınızdanBileGecirmeyin #İstanbulSözleşmesi,1.37326082358237E+018,positive
4938,2021-03-27 16:06:46+00:00,"Bir ülke düşünün . Devlet liderleri mevcut salgın için , ekonomi için işsizlik icin çözüm üretmek yerine #istanbulsözleşmesi ni iptal ediyor..#andimiz ile uğraşıyor.. kadın cinayetlerini normallestiriyor.. #tarifiyok",1.37584173529789E+018,positive
10507,2021-03-20 18:59:37+00:00,Ne ilginç ve manidar ki #istanbulsözleşmesi iptal edildi ve tarikatlar cemaatler zil takıp oynayacaklar. Tahmin eden var mı acaba neden? https://t.co/XsTMhvkdrj,1.37334852116488E+018,positive
26863,2021-03-20 08:41:08+00:00,"Kadın cinayetleri politikmiş bu kararla 
#istanbulsozlesmesiyasatir 
#istanbulsoezlesmesi",1.37319287475031E+018,positive
21967,2021-03-20 10:07:49+00:00,"Dr. Fatih Erbakan
#İstanbulSözleşmesi https://t.co/S1Nipw9zxO",1.3732146870185E+018,neutral
39816,2021-07-01 19:19:38+00:00,@deglutiat kemalistler kudurmaya yer arıyomuş valla ya. ben istanbul sözleşmesi yürüyüşü’nü görünce düşünmeden böyle yazmıştım kemalistlerin böyle kuduracağı aklıma hiç gelmemişti açıkçası.,1.41067950809777E+018,negative
10874,2021-03-20 18:19:14+00:00,Bence #istanbulsoezlesmesi bir sonuçtur. Önemli olan sebeplerin ortadan kaldırılmasıdır. Bir değil 10 İstanbul sözleşmesi uygulasak sebepler var oldukça sözleşmeler tartışılmaya devam eder. İnsanı eğitmek gerek. İnsana cinsiyet ayırmadan insan gibi davranmak gerek.,1.3733383565082E+018,neutral
31257,2021-03-20 06:57:26+00:00,"#İstanbulSözleşmesi #Lázaro #Juliette #Sismo #webdesign #WordPress 

Are you looking for a #webdesigner ? Then check the link below..Hope you will satisfied.,

https://t.co/k1HLYu22mT",1.37316677797524E+018,neutral
28934,2021-03-20 07:55:15+00:00,"#SonSözüKadınlarSöyleyecek
#istanbulsoezlesmesi #istanbulsozlesmesiyasatir",1.37318132839764E+018,positive
47761,2021-03-20 19:31:02+00:00,Başkanlık sistemine geçişte evet oyu veren ablalar şimdi istanbul sözleşmesi yaşatır diyorlar.:),1.37335642707559E+018,negative
3272,2021-05-18 13:34:18+00:00,"""ASLA YALNIZ YÜRÜMEYECEKSİN"" https://t.co/nwznXkm6op #istanbulsözleşmesi  #tunçsoyer  #erkekşiddeti  #adalet  #zeynepçetinkaya @AslayalnZ @tuncsoyer  @izmirbld @KadinCinayeti",1.39464753544529E+018,positive
13875,2021-03-20 14:44:17+00:00,"Lgbtye gelince gözünü yummayan bu halk, kadın haklarına gelince körleşiyor. 
Kadın cinayetlerinin katili hükümetidir ve onu destekleyenler, dilerim ki vicdanınızda boğulun xxx
#istanbulsoezlesmesi",1.37328426490993E+018,positive
10036,2021-03-20 20:03:12+00:00,"Alıntı yaparak devam ettirin lütfen
#istanbulsoezlesmesi
#istanbulsozlesmesiyasatir

@KeserciBeyza @shimylonely @bsraturkyilmazz @Ebrubedirhani @bayindirberfin @DamlaHayrlii @melcmelow @uraniiaaa @tuugcecelikk",1.373364520933E+018,positive
19788,2021-03-20 10:52:18+00:00,"Siz çıldırmışsınız. Biz uyurken çıldırmışsınız...
#istanbulsoezlesmesi #istanbulsozlesmesiyasatir",1.37322588520196E+018,positive
49161,2021-03-20 12:50:47+00:00,Eve gelen misafirin çok şükür istanbul sözleşmesi kaldırıldı sözünü duyduktan sonra çayın yanına şekeri vermemem ve odadan uzulca uzaklaşmam. 👏,1.37325570242946E+018,positive
25190,2021-03-20 09:13:03+00:00,Yazıklar olsun... #istanbulsoezlesmesi https://t.co/FjErQU9QRc,1.37320090611687E+018,neutral
31151,2021-03-20 07:00:02+00:00,"Kuranın tesfirinden haberi olmayan taklitçi müslümanlar, sözleşmeyi bir kere bile okumayanlar anca televizyondaki malum kanallardan kendine doğru edinen insanlar şükürler olsun demiş. Arabistana çevirdiniz ülkeyi atalarınızın kemikleri sızlıyor. #istanbulsoezlesmesi",1.37316743237907E+018,positive
28980,2021-03-20 07:53:51+00:00,"Kararı geri çek sözleşmeyi uygula
#istanbulsoezlesmesi",1.37318097350918E+018,positive
45113,2021-03-23 15:17:34+00:00,"@VLenin10 @ins_biri bi bak bakalım istanbul sözleşmesi halen yürürlükte olan ülkelerde kaç kadın ölmüş?
yalan duyarınızı sevsinler sizin.",1.37437980482105E+018,negative
30610,2021-03-20 07:14:04+00:00,"Sorun bizatihi gelenek görenek zaten, çözüm değil @fuatoktay !
#İstanbulSoezlesmesiBizim 
#istanbulsoezlesmesi",1.37317096385298E+018,positive
17989,2021-03-20 11:36:21+00:00,#istanbulsoezlesmesi https://t.co/prkxoNBfuh,1.37323696813444E+018,neutral
32789,2021-03-20 06:06:07+00:00,"Turkey officially left 
The Council of Europe Convention on Preventing and Combating Violence Against Women and Domestic Violence aka the Istanbul Convention, by Presidential decree. We won’t forget, we won’t forgive. 

#İstanbulSözleşmesi #IstanbulConvention https://t.co/7CX2uJRzu1",1.37315386329813E+018,positive
538,2021-11-25 10:04:03+00:00,"“İSTANBUL SÖZLEŞMESİ HAYAT KURTARIR, YAŞATIR!” | Mersin Haberci Gazetesi #mersin #baro #istanbulsözleşmesi #avukatlar #kaddınaşiddet
https://t.co/QxzcT6ixJl",1.46381070532974E+018,positive
2399,2021-06-29 11:43:18+00:00,"Yeter demek bile sinirime dokunuyor. Ne demek yeter? #İstismaraHayır Niye vardı, niye göz yumuluyor? Her bakımdan hassas bir konu ya valla. #istanbulsözleşmesi ile zaten az olanı da aldılar. Tek isteğim bari şimdi bir şeyler yapılsın #istismarınaffıolmaz",1.4098398919371E+018,positive
41895,2021-04-25 13:07:24+00:00,gardaş Demirsporumuzu rahat bırak sana gerek yok bileğinin hakkıyla alır her şeyi.Fenerbahç istanbul sözleşmesi tiviti atınca sporasiyaset karışması yeaaa diyenler burada mı peki,1.38630584376805E+018,neutral
1980,2021-07-01 14:38:56+00:00,"🧵3- bağlamında kadın sığınma evleri ve bu alanda faaliyet gösteren dernekler, platformlar çok önemli işlere imza attı, umuyorum ki devam da edecekler. 
#istanbulsözleşmesi @kadinkoalisyonu",1.41060886625808E+018,positive
15444,2021-03-20 13:16:51+00:00,"@ERCAN_ALTINTAS_ 👍🏻
#İstanbulSözleşmesi",1.37326226121366E+018,neutral
42617,2021-04-09 23:11:58+00:00,Lgbt  zihniyeti ve millete ihaneti ortaya çıktı ha ondan istanbul sözleşmesini savunuyorlar kadınlarımızı değil lgbt liler için ben diyorum niçin istanbul sözleşmesi 2012 imzalaniyor ve hala kadınlarımız öldürüldü siddet gördü çünkü kadınlarımızı korumadi lgbt lileri korudu https://t.co/V3m72gqIJS,1.38065978427434E+018,negative
43903,2021-03-27 13:00:34+00:00,"@Orsatramola Türker bey sizin bütün konuşmalarınızı titizlikle takip ediyorum, istanbul sözleşmesi ve ilgili yasayı kullanıp hiçbirşiddet ve darp olmadıgı halde eşim bir kumpasla evden 6 ay uzaklastırdı, evden ceketimi bile para bile alamadan uzaklastırma verdiler! Bende basıma gelmeden :((((",1.37579487572829E+018,negative
21012,2021-03-20 10:25:27+00:00,"#Morardınızmı
#istanbulsoezlesmesi 
""Recep Tayyip Erdoğan "" https://t.co/pHlN3Lqj9g",1.3732191265006E+018,negative
48620,2021-03-20 15:24:39+00:00,maaşlı trollere fiyatı arttırıp istanbul sözleşmesi savundurtcak bi milyoner yok mu aranızda amkkkkk,1.37329442326257E+018,neutral
47118,2021-03-21 05:00:41+00:00,"@toseokjins @digitalkral @Emirhan1452 @zehraa02103183 @_ertugrulgunay_ @mjs7tc Bakale gardaş, istanbul sözleşmesi kadını öldürmeden önce katili nasıl tespit ediyor ? Adam kafaya takmış öldürecek, istanbul sozlesmesi değil insan hakları bildirgesi olsa ne yazar. Istanbul sözleşmesi yaşatmaz. Boş boş konuşmayın. Gerizekalilar",1.373499783609E+018,negative
33088,2021-03-20 05:51:43+00:00,Bəlkə də son refleksidi #istanbulsoezlesmesi,1.37315023717971E+018,neutral
32439,2021-03-20 06:19:11+00:00,"#İstanbulSözleşmesi
👋👋👋👋👋👋👋👋👋 https://t.co/iWBaFsiFE7",1.37315715085226E+018,neutral
10543,2021-03-20 18:55:44+00:00,"@UpdateHLD HELP THE TURKISH WOMEN! The presidency of Turkey announced that the Istanbul Convention which protects woman's rights is cancelled. I need all your help to spread this especially to big and powerful countries like USA, who can help us make a change in this. #İstanbulSözleşmesi",1.37334754478119E+018,positive
38498,2021-10-09 19:02:04+00:00,@NiyalApla seçkideki 10filmden 3ünde kadın başrol olduğu için senaristlerden kendine erkek rolü yazılmasının ironisini yaptı queen birde tabiiki istanbul sözleşmesi yaşatır demeyi de unutmadı #58AltınPortakal https://t.co/LQCGTIauwt,1.44691387166777E+018,neutral
14647,2021-03-20 14:01:16+00:00,"Ama boş verin zaten, _şimdilik_ ölen başkaları 

turkey is not safe for women
#KadınCinayetleriPolitiktir 
#istanbulsoezlesmesi 
#istanbulsozlesmesiyasatir",1.37327343731835E+018,positive
